EXTERNALIDENTIFIER,LONGDESCRIPTION,DEPTH,HEIGHT,WIDTH,MAXDIM,MINDIM,TRAILERCASEQUANTITY,WEIGHT,TCWEIGHT,PPA,MAPE,ITEMVELOCITY,UNITSPERLARGETOTE,UNITSPERSMALLTOTE,UNITSPERQUARTERTOTE,UNITSPERHALFTOTE,RECOMMENDED_PPA,NEED_TO_CHANGE
576091158,Starbucks Pike Place Roast Medium Roast Ground Coffee  20 Ounce Bag,4.5,9.5,2.5,9.5,2.5,6,1.3,7.82,PICK_MODULE,38.51,4.654545455,49,25,6,12,MATRIX,Y
575222416,Peter Thomas Roth Un Wrinkle Peel Facial Cleansing & Exfoliating Pads  60 Ct,3,4,3,4,3,12,0.45,5.42,PICK_MODULE,21.49,4.654545455,146,74,17,36,MATRIX,Y
554339631,Crayola Jungle Animal Coloring Book With 50+ Stickers  Gift For Kids  96 Pages,8.5,1,10,10,1,24,0.16,3.85,PICK_MODULE,59.82,4.654545455,62,31,7,15,MATRIX,Y
552248754,11 x 17 in. Black Gallery Picture Frame,21,3.25,15,21,3.25,1,3.96,3.96,PICK_MODULE,92.06,4.636363636,5,3,1,1,MATRIX,Y
554345125,Genuine Dickies Men s Heavyweight Cushion Crew Sock  3 Pack,10,2.25,4,10,2.25,12,0.6,7.22,PICK_MODULE,48.64,4.636363636,58,30,7,15,MATRIX,Y
9231064,COFFEE MATE Caramel Latte Powder Coffee Creamer 15 Oz. Canister   Non dairy  Lactose Free Creamer,3,6.75,3,6.75,3,6,1,6.02,PICK_MODULE,40.71,4.636363636,86,44,10,22,MATRIX,Y
4021273,Equate Sugar Free Daily Fiber Powder  Orange Smooth  36.8 oz,5,8.5,14,14,5,6,2.56,15.35,PICK_MODULE,24.74,4.636363636,9,4,1,2,MATRIX,Y
551483507,Betty Crocker Bisquick Cheese Garlic Complete Biscuit Mix  7.75 oz,5,7.5,1,7.5,1,9,0.5,4.52,PICK_MODULE,30,4.636363636,140,71,16,35,MATRIX,Y
575588287,Matching Family Christmas Pajamas Mens Buffalo Union Suit,12,1,10,12,1,12,1.1,13.22,PICK_MODULE,39.03,4.636363636,44,22,5,11,MATRIX,Y
568371100,Johnson s Detangling 2 in 1 Kids Shampoo & Conditioner  20.3 fl oz,1.5,9,2.5,9,1.5,12,0.66,7.95,PICK_MODULE,89.75,4.636363636,156,79,18,39,MATRIX,Y
565709105,Nature Valley Granola Bars Variety Pack  18 Bars  22.32 oz,6,8.75,3.25,8.75,3.25,4,1.65,6.62,PICK_MODULE,52.91,4.636363636,31,16,4,8,MATRIX,Y
572484737,Pampers UnderJams Bedtime Underwear Boys Size L/XL 42 count,12,10,10,12,10,1,5.67,5.67,PICK_MODULE,86.41,4.636363636,4,2,1,1,MATRIX,Y
572428865,Nature s Bakery Whole Wheat Brownie Double Chocolate  10 Ct,5.25,8,2.25,8,2.25,5,1.4,7.02,PICK_MODULE,78.75,4.636363636,56,28,7,14,MATRIX,Y
573481481,Nerf N Strike Elite Dart Refill (100 Pack),11,11,11,11,11,4,0.1,0.4,PICK_MODULE,90.7,4.636363636,4,2,0,1,MATRIX,Y
557647833,Clorox Disinfecting Wipes  105 ct  Bleach Free Cleaning Wipes   Crisp Lemon,5,8,5,8,5,4,2.21,8.82,PICK_MODULE,93.71,4.636363636,26,13,3,7,MATRIX,Y
553463778,Woolite Clean & Care Liquid Laundry Detergent  75oz  for machine washable delicate  HE & Regular Washers,8,10,8,10,8,6,5.42,32.51,PICK_MODULE,36.8,4.618181818,8,4,1,2,MATRIX,Y
553484920,Contigo Byron SNAPSEAL 20 oz Vacuum Insulated Stainless Steel Travel Mug  Monaco,3,8,3,8,3,4,0.75,3.01,PICK_MODULE,123.57,4.618181818,73,37,9,18,MATRIX,Y
9216945,Keebler Ready Crust 9 Inch Shortbread Pie Crust 6 oz,9,1,9,9,1,12,0.45,5.42,PICK_MODULE,27.89,4.618181818,65,33,8,16,MATRIX,Y
556111298,NIVEA Creme Smooth Moisturizing Body Wash 16.9 oz.,9.75,9.75,3.75,9.75,3.75,12,1.25,15.03,PICK_MODULE,53.49,4.618181818,15,7,2,4,MATRIX,Y
550912440,Oxy Rapid Treatment Face Wash  5 Fl Oz,4,7,2,7,2,24,0.4,9.61,PICK_MODULE,129.41,4.618181818,94,48,11,23,MATRIX,Y
576985355,Time and Tru Cowl Neck Tunic Sweater Women s,9,0.58,9,9,0.58,12,0.15,1.81,PICK_MODULE,115.92,4.618181818,112,57,13,28,MATRIX,Y
551113058,Sensodyne Repair & Protect Extra Fresh Fluoride Toothpaste for Sensitive Teeth  3.4 ounces,1.75,1.75,6.75,6.75,1.75,12,0.2,2.42,PICK_MODULE,80.58,4.618181818,254,129,30,63,MATRIX,Y
566958230,OxiClean Odor Blasters Odor & Stain Remover Laundry Booster  40.5 oz.,6,10,3,10,3,4,3.01,12.04,PICK_MODULE,82.68,4.618181818,29,15,3,7,MATRIX,Y
571948733,Ghirardelli Intense Hazelnut Heaven Dark Chocolate  3.5 Oz.,7.5,0.25,3.75,7.5,0.25,12,0.25,3.01,PICK_MODULE,65.35,4.618181818,747,378,88,186,MATRIX,Y
576339003,Moon Lamp   6 Inches  Dimmable  Rechargeable  Touch Night Light,6.25,7,6.25,7,6.25,12,0.65,7.81,PICK_MODULE,51.53,4.618181818,19,10,2,5,MATRIX,Y
565358774,Seventh Generation Free & Clear Fragrance Free Fabric Softener Sheets  80 sheets,4.75,2.5,7.25,7.25,2.5,12,0.6,7.22,PICK_MODULE,63.45,4.618181818,61,31,7,15,MATRIX,Y
555372497,(10 Pack) Beech Nut Naturals Apple  Cinnamon & Granola Baby Food Stage 2 From About 6 Months  4 oz,11,3.75,4.75,11,3.75,1,4.62,4.62,PICK_MODULE,120.29,4.6,27,14,3,7,MATRIX,Y
550505674,Weiman Granite Cleaner & Polish   16 Ounce,3.9,9.9,2,9.9,2,6,1.2,7.22,PICK_MODULE,18.28,4.6,68,34,8,17,MATRIX,Y
565160147,Hoover Cleanplus 2X Concentrated Carpet Cleaner and Deodorizer Solution 64 oz  AH30330NF,3.75,11,6,11,3.75,4,4.67,18.66,PICK_MODULE,59.9,4.6,21,11,2,5,MATRIX,Y
576973435,Time and Tru Cowl Neck Tunic Sweater Women s,9,0.58,9,9,0.58,12,0.25,3.01,PICK_MODULE,93.12,4.6,112,57,13,28,MATRIX,Y
571319879,Super Wubble Brite,8,2,6.75,8,2,6,0.95,5.71,PICK_MODULE,93.63,4.6,49,25,6,12,MATRIX,Y
575759581,Gevalia Cold Brew House Blend Concentrate Iced Coffee  32 oz Bottle,4,9,3,9,3,4,2.25,9.02,PICK_MODULE,272.3,4.6,49,25,6,12,MATRIX,Y
573754721,Barbie Fashionistas Doll  Tall Body Type with Braids & Red Skirt,6,10,6,10,6,4,0.15,0.6,PICK_MODULE,136.13,4.6,15,7,2,4,MATRIX,Y
564312631,5 Hour ENERGY Extra Strength Energy Shot  Grape  1.93 fl oz  10 count,3.5,7.25,3,7.25,3,3,1.6,4.81,PICK_MODULE,97.7,4.6,69,35,8,17,MATRIX,Y
552019187,Equate Maximum Strength Nighttime Sleep Aid Softgels  50 mg  32 Count,3.5,1.75,2,3.5,1.75,144,0.1,14.34,PICK_MODULE,79.6,4.581818182,429,217,50,107,MATRIX,Y
9240902,Campbell s Condensed French Onion Soup  10.5 oz. Can,4,2.75,2.75,4,2.75,12,0.75,9.03,PICK_MODULE,10,4.581818182,174,88,20,43,MATRIX,Y
4073072,Vagisil  Odor Block Daily Intimate Wash  24 Hour Odor Protection  12 fl oz,7.75,1.75,3.5,7.75,1.75,12,0.95,11.42,PICK_MODULE,50.98,4.581818182,111,56,13,28,MATRIX,Y
565452852,McCormick Imitation Applewood Smoked Bacon Bits  4.4 oz,2.25,6.5,2.25,6.5,2.25,6,0.35,2.11,PICK_MODULE,28.92,4.581818182,160,81,19,40,MATRIX,Y
565290425,L Oreal Paris L Oreal Kids Extra Gentle 2 in 1 Shampoo  Sunny Orange Swim  9 fl. oz.,3.75,6.25,1.75,6.25,1.75,6,0.65,3.9,PICK_MODULE,48.61,4.581818182,128,65,15,32,MATRIX,Y
576641930,Tazo Joy Tea Bags Black Tea 20 ct,3.5,5.5,2.75,5.5,2.75,6,0.2,1.19,PICK_MODULE,9,4.581818182,99,50,12,25,MATRIX,Y
566782442,Great Value Premium Clear Cutlery Knives  48 count,4.75,1.75,8,8,1.75,6,0.7,4.21,PICK_MODULE,30,4.581818182,79,40,9,20,MATRIX,Y
555944628,Equate Enema Sodium Phosphates Saline Laxative  4.5 fl oz  6 Count,7.25,4,4,7.25,4,4,2.31,9.22,PICK_MODULE,68.91,4.581818182,45,23,5,11,MATRIX,Y
575075615,Ozark Trail 36 Ounce Double wall Vacuum sealed Stainless Steel Water Bottle White,3.75,10.5,3.75,10.5,3.75,12,1.3,15.64,PICK_MODULE,107.93,4.581818182,36,18,4,9,MATRIX,Y
576091229,Starbucks French Roast Dark Roast Ground Coffee  20 Ounce Bag,10.25,1.91,9.25,10.25,1.91,6,1.3,7.82,PICK_MODULE,110.01,4.581818182,29,15,3,7,MATRIX,Y
576223171,Starbucks Holiday Blend Medium Roast Coffee Single Cup Coffee for Keurig Brewers  1 Box of 22 (22 Total K Cup Pods)   Herbal & Sweet Maple Notes,3.75,7.5,3.75,7.5,3.75,4,0.9,3.61,PICK_MODULE,92.38,4.581818182,50,25,6,12,MATRIX,Y
565118586,Garmin Drive 5  LM EX GPS Navigator,6.25,2.75,5.75,6.25,2.75,4,0.8,3.2,PICK_MODULE,21.2,4.581818182,53,27,6,13,MATRIX,Y
554981999,Nabisco Flavor Originals Better Cheddars Baked Snack Crackers  6.5 Oz.,5,2.25,8,8,2.25,6,0.35,2.11,PICK_MODULE,122.25,4.563636364,58,30,7,15,MATRIX,Y
565358883,Seventh Generation Purely Clean Hand Wash Soap Fresh Lemon & Tea Tree 12 oz,2.5,6.75,2.5,6.75,2.5,8,0.9,7.22,PICK_MODULE,33.17,4.563636364,124,63,15,31,MATRIX,Y
565342461,Mainstays Canvas Ironwork Curtain Panel,7,1.25,10,10,1.25,8,1.35,10.84,PICK_MODULE,43.42,4.563636364,60,30,7,15,MATRIX,Y
573963089,Rembrandt Deeply White + Peroxide Whitening Toothpaste  Fresh Mint Flavor  2.6 Ounce (2 Pack),2,6,2,6,2,6,0.3,1.81,PICK_MODULE,50.18,4.563636364,219,111,26,55,MATRIX,Y
572625494,(12 Pack) Nature s Recipe Original Variety Pack  Grain Free  Wet Dog Food  2.75 Ounce,7.75,3.5,4.75,7.75,3.5,2,2.76,5.52,PICK_MODULE,38,4.563636364,41,21,5,10,MATRIX,Y
564309839,Hyland s Leg Cramp Tablets  100 Count  Natural Relief of Calf  Leg and Foot Cramp,1.5,3.25,1.25,3.25,1.25,36,0.05,1.75,PICK_MODULE,108.42,4.563636364,862,437,101,215,MATRIX,Y
554931426,Sure Jell Premium Fruit Pectin  2 ct   3.0 oz Box,7,1.5,3,7,1.5,12,0.3,3.61,PICK_MODULE,79.44,4.563636364,167,84,20,42,MATRIX,Y
564199268,Bob s Red Mill Buckwheat Pancake Mix  26 Ounce,4,2.5,9,9,2.5,4,1.65,6.62,PICK_MODULE,53.74,4.545454545,58,30,7,15,MATRIX,Y
550546071,Better Homes & Gardens Pure Cotton Woven Twin Bed Blanket in Blue,13.5,3.5,11.5,13.5,3.5,3,3.36,10.08,PICK_MODULE,90.03,4.545454545,10,5,1,2,MATRIX,Y
557358987,Cameron s Specialty Coffee Jamaica Blue Mountain Blend Coffee Pods  12 Count for Keurig and K Cup Compatible Brewers,5.75,3.5,3.75,5.75,3.5,6,0.45,2.71,PICK_MODULE,52.43,4.545454545,70,35,8,17,MATRIX,Y
565474703,Bright Starts Tug Tunes Take Along Toy  Ages Newborn +,6,2.5,10,10,2.5,12,0.25,3.01,PICK_MODULE,104.1,4.545454545,35,18,4,9,MATRIX,Y
574976664,Better Homes & Gardens Pure Cotton Woven Twin Bed Blanket in Grey,13.5,3.25,11.5,13.5,3.25,3,3.21,9.63,PICK_MODULE,34.78,4.545454545,10,5,1,3,MATRIX,Y
573004192,Atkins Protein Rich Meal Bar  Chocolate Peanut Butter  Keto Friendly  5 Count,6.25,1.75,6.25,6.25,1.75,6,0.75,4.51,PICK_MODULE,76.67,4.545454545,77,39,9,19,MATRIX,Y
575257749,Maxwell House International Sugar Free French Vanilla Cafe Instant Coffee  Caffeinated  4 oz Can,3,2.75,4.25,4.25,2.75,8,0.3,2.41,PICK_MODULE,21.26,4.545454545,150,76,18,37,MATRIX,Y
577181104,Apple Watch Series 5 GPS  40mm Gold Aluminum Case with Pink Sand Sport Band   S/M & M/L,11.75,2.5,3,11.75,2.5,4,1.1,4.41,PICK_MODULE,42.39,4.545454545,60,30,7,15,MATRIX,Y
556195933,Fisher Price Chatter Telephone with Ringing Sounds,8,7,9,9,7,2,1.15,2.31,PICK_MODULE,21.24,4.545454545,10,5,1,3,MATRIX,Y
551805749,Infantino Funny Faces Ring Stacker,10.25,5.5,8,10.25,5.5,6,0.34,2.04,PICK_MODULE,146.89,4.527272727,12,6,1,3,MATRIX,Y
4660870,Eucerin Daily Protection Broad Spectrum SPF 30 Sunscreen Moisturizing Face Lotion 4 fl. oz.,2.25,1.25,6.25,6.25,1.25,12,0.35,4.21,PICK_MODULE,24.65,4.527272727,299,151,35,75,MATRIX,Y
565268626,The Pioneer Woman Willow 10.4 Inch Cookbook Holder,11.75,7.5,15.25,15.25,7.5,1,3.36,3.36,PICK_MODULE,78.9,4.527272727,4,2,0,1,MATRIX,Y
572931394,Lysol Disinfecting Wipes  2 Lemon Lime + 1 Mango Hibiscus  240ct,12,8,4,12,4,2,4.71,9.43,PICK_MODULE,39.61,4.527272727,14,7,2,3,MATRIX,Y
551965444,Listerine Naturals Antiseptic Mouthwash  Fluoride Free  Mint  1 L,4.5,2.2,10.5,10.5,2.2,6,2.46,14.73,PICK_MODULE,103.24,4.527272727,51,26,6,13,MATRIX,Y
570890505,Frabill Fishing Insulated Styrofoam Bait Bucket  8 Quart,10.5,9.5,11.5,11.5,9.5,4,0.15,0.6,PICK_MODULE,23.96,4.527272727,5,2,1,1,MATRIX,Y
571856521,Glade PlugIns Scented Oil Refill Vanilla Passion Fruit  Essential Oil Infused Wall Plug In  3.35 FL OZ  Pack of 5,6,2,6.25,6.25,2,5,0.4,2,PICK_MODULE,53,4.527272727,70,35,8,17,MATRIX,Y
565327530,Maggi Spaetzle Authentic German Dumplings 10.5 Ounce,6.25,1,8,8,1,10,0.7,7.01,PICK_MODULE,102.43,4.527272727,105,53,12,26,MATRIX,Y
566786521,Lipton Decaffeinated Honey Lemon Green Tea  Tea Bags  20 Ct,3,2.75,5.25,5.25,2.75,5,0.15,0.75,PICK_MODULE,16.4,4.509090909,121,61,14,30,MATRIX,Y
565627453,(24 Pack) Fancy Feast Gravy Wet Cat Food  Grilled Tuna Feast  3 oz. Cans,8.5,3.25,11,11,3.25,1,5.22,5.22,PICK_MODULE,21.17,4.509090909,17,9,2,4,MATRIX,Y
567471846,MegaRed Advanced 4 in 1 Omega 3 Fish Oil + Krill Oil Softgels  900 Mg   40 Softgels,2.75,2,5.5,5.5,2,12,0.2,2.41,PICK_MODULE,94.77,4.509090909,174,88,20,43,MATRIX,Y
566054018,Dove Micellar Anti Stress Body Wash  22 oz,2.25,9.25,2.75,9.25,2.25,4,1.6,6.42,PICK_MODULE,72.08,4.509090909,92,46,11,23,MATRIX,Y
566720033,MineCraft Spawn Kids Gray Bed Sheet Set,8.75,2,10.5,10.5,2,6,1.96,11.74,PICK_MODULE,39.72,4.509090909,29,14,3,7,MATRIX,Y
575999030,Lipton Green Tea Citrus Iced Tea  16.9 Fl Oz  12 Count,8,10,7,10,7,1,13.1,13.1,PICK_MODULE,27.08,4.509090909,9,5,1,2,MATRIX,Y
564211754,Victor The Ultimate Flea Trap,7.5,4,7.5,7.5,4,6,0.5,3.01,PICK_MODULE,101.4,4.509090909,23,12,3,6,MATRIX,Y
567339497,Poise Daily Incontinence Microliners for Women  Long  50 Ct,3.5,3,8,8,3,6,0.35,2.11,PICK_MODULE,78.45,4.509090909,63,32,7,16,MATRIX,Y
569985820,Pepperidge Farm Milano Double Milk Chocolate Cookies  7.5 oz. Bag,8,3.5,3,8,3,24,0.24,5.73,PICK_MODULE,117.24,4.509090909,63,32,7,16,MATRIX,Y
569102606,ChapStick Classic Medicated Lip Balm  2 Count,6.25,0.1,9.25,9.25,0.1,72,0.15,10.83,PICK_MODULE,66.64,4.509090909,908,460,107,227,MATRIX,Y
567668882,(24 Pack) Fancy Feast Wet Cat Food Variety Pack  Creamy Delights Poultry & Seafood Collection  3 oz. Cans,6,5.19,8,8,5.19,1,5.32,5.32,PICK_MODULE,71.37,4.509090909,21,11,2,5,MATRIX,Y
70061021,New Bright 1:24 Scale Radio Control F/F Truck,5.75,5.75,10.25,10.25,5.75,4,1.1,4.41,PICK_MODULE,60.1,4.490909091,15,8,2,4,MATRIX,Y
556294160,Ozark Trail Outdoor Equipment 400 Lumen LED Camping Lantern,5,9.5,5,9.5,5,2,1.05,2.11,PICK_MODULE,133.17,4.490909091,22,11,3,6,MATRIX,Y
550641321,Combat Max 12 Month Roach Killing Bait  Small Roach Bait Station  18 Count,7.5,2,5,7.5,2,6,0.25,1.5,PICK_MODULE,13.57,4.490909091,70,35,8,17,MATRIX,Y
4077428,Trojan Thintensity Ultrasmooth Lubricated Condoms   12 Count,3.5,2,5.5,5.5,2,48,0.18,8.67,PICK_MODULE,79.04,4.490909091,136,69,16,34,MATRIX,Y
565665678,Faded Glory Girls Socks  2 Pack Warm  Soft Fuzzy Sequin (Little Girls & Big Girls),15,0.33,15.75,15.75,0.33,12,0.2,2.41,PICK_MODULE,71.38,4.490909091,67,34,8,17,MATRIX,Y
568032159,Swiffer Sweeper X Large Wet Mopping Pad  Multi Surface Refills for Swiffer Floor Mop  Open Window Fresh Scent  12 Count,6.3,3.25,11.4,11.4,3.25,6,3.51,21.07,PICK_MODULE,53.09,4.490909091,22,11,3,6,MATRIX,Y
551161244,U by Kotex  Click Compact Tampons  Regular  Unscented  50 Ct,4,3,6,6,3,6,0.55,3.31,PICK_MODULE,73.33,4.490909091,73,37,9,18,MATRIX,Y
567168132,Cantu Shea Butter Coconut Curling Cream for Natural Hair  12oz,3.5,2.75,3.5,3.5,2.75,12,0.9,10.84,PICK_MODULE,66.57,4.490909091,156,79,18,39,MATRIX,Y
568295338,Mainstays Value Blanket,12,3.5,12,12,3.5,4,1.4,5.62,PICK_MODULE,76,4.490909091,10,5,1,3,MATRIX,Y
573020000,ORCHARD VALLEY HARVEST Heart Healthy Blend  Non GMO  No Artificial Ingredients  1 oz (8 Count),6,0.75,6.5,6.5,0.75,8,0.6,4.81,PICK_MODULE,98.18,4.490909091,179,91,21,45,MATRIX,Y
572431593,Sensible Portions Zesty Ranch Garden Veggie Straws  14 oz,14.5,1,10.75,14.5,1,6,1.05,6.32,PICK_MODULE,36.78,4.490909091,34,17,4,8,MATRIX,Y
573973773,Poise Ultra Thin Long Maximum Absorbency Incontinence Pads   39ct,12,4.75,4.75,12,4.75,2,2.16,4.31,PICK_MODULE,51.78,4.490909091,19,10,2,5,MATRIX,Y
577654005,Tazo  Wild Sweet Orange Herbal Tea  Tea Bags  20 Ct,4.5,6,4,6,4,4,0.2,0.8,PICK_MODULE,32.36,4.490909091,49,25,6,12,MATRIX,Y
575569383,Clorox Scentiva Disinfecting Wipes  Pacific Breeze & Coconut   70 Count Each (2 Pack),8.05,8.05,4,8.05,4,3,3.21,9.63,PICK_MODULE,25.57,4.490909091,20,10,2,5,MATRIX,Y
563055618,Aroma 8 Cup Programmable Rice & Grain Cooker  Steamer,10,9.5,9.75,10,9.5,1,4.97,4.97,PICK_MODULE,63.51,4.490909091,6,3,1,1,MATRIX,Y
9231193,Ortega Original Medium Taco Sauce 16 oz. Glass Bottle,7.6,7.6,4.3,7.6,4.3,12,1.75,21.05,PICK_MODULE,44.38,4.472727273,21,11,2,5,MATRIX,Y
264533,L Oreal Paris Studio Line Mega Extreme Hold Hair Gel  6.8oz,3,7,2,7,2,6,0.5,3.01,PICK_MODULE,89.38,4.472727273,125,63,15,31,MATRIX,Y
554464616,Keebler Toasted Assortment Baked Crackers Party Pack 12 oz,6.25,2,7.75,7.75,2,12,0.9,10.84,PICK_MODULE,63.82,4.472727273,54,27,6,14,MATRIX,Y
4068445,Nicorette Nicotine Gum to Stop Smoking  4 mg  Fruit Chill  160 count,4.5,3,5.5,5.5,3,6,0.65,3.91,PICK_MODULE,98.95,4.472727273,71,36,8,18,MATRIX,Y
572008129,Brita Standard Water Filter  Standard Replacement Filters For Pitchers And Dispensers  Bpa Free   6 Count,5,5.75,7.25,7.25,5,2,1.75,3.51,PICK_MODULE,69.4,4.472727273,25,13,3,6,MATRIX,Y
564263389,Razor Youth  2 Cool Multi Sport Helmet  Purple,13.75,6,9,13.75,6,2,1.05,2.11,PICK_MODULE,56.08,4.472727273,7,4,1,2,MATRIX,Y
574264232,Emerald Nuts Natural Walnuts & Almonds with Dried Cherries  100 Calorie Packs  10 Ct,7.25,3,3.75,7.25,3,4,0.55,2.2,PICK_MODULE,47.74,4.472727273,64,33,8,16,MATRIX,Y
569985833,Pepperidge Farm Pirouette Creme Filled Wafers French Vanilla Cookies  13.5 oz. Tin,5,4,7,7,4,12,1.2,14.44,PICK_MODULE,29.85,4.472727273,38,19,4,9,MATRIX,Y
573929830,PAW Patrol  Mighty Pups Super PAWs Rubbles Deluxe Vehicle with Lights and Sound,3.75,9,8,9,3.75,6,0.7,4.21,PICK_MODULE,51.96,4.472727273,19,10,2,5,MATRIX,Y
566974360,Golden Rewards Sweet Potato Wrapped with Chicken Dog Treats  32 oz,11.5,8,3,11.5,3,3,2.22,6.65,PICK_MODULE,44.3,4.472727273,19,10,2,5,MATRIX,Y
550263105,Purina Busy Rawhide Small/Medium Breed Dog Bones  Rollhide   9 ct. Pouch,9,3,7,9,3,5,1.05,5.27,PICK_MODULE,70.06,4.454545455,28,14,3,7,MATRIX,Y
563472369,Scotch Brite Lint Roller 6 Pack  56 Sheets per Roller,10,5,7.25,10,5,1,1.65,1.65,PICK_MODULE,45.8,4.454545455,14,7,2,4,MATRIX,Y
553480488,Mainstays 11  x 17  Format Picture Frame  Black,17.25,1,11.25,17.25,1,6,1.65,9.92,PICK_MODULE,89.85,4.454545455,27,14,3,7,MATRIX,Y
565426453,Luvable Friends Basics Baby Boy and Girl Flannel Burp Cloth  4 Pack   Rainbow,11,0.39,25,25,0.39,36,0.6,21.66,PICK_MODULE,42.87,4.454545455,49,25,6,12,MATRIX,Y
573360413,Folgers House Blend Ground Coffee  Medium Roast  24.2 Ounce,6,5.75,6,6,5.75,6,1.81,10.83,PICK_MODULE,85.98,4.454545455,25,13,3,6,MATRIX,Y
551302202,GoGo squeeZ Applesauce App/Ban/Straw 3.2oz 12PK,11,1.46,11,11,1.46,6,2.71,16.26,PICK_MODULE,38.59,4.454545455,30,15,3,7,MATRIX,Y
553420485,e.l.f. Clear Brow & Lash Mascara,2,0.75,7.25,7.25,0.75,6,0.05,0.29,PICK_MODULE,58.41,4.454545455,483,245,57,120,MATRIX,Y
573061818,Colgate Total Toothpaste  Clean Mint  4.8oz 4pk,7.3,1.75,7.75,7.75,1.75,6,1.07,6.42,PICK_MODULE,74.76,4.454545455,53,27,6,13,MATRIX,Y
554730517,Pyrex Simply Store 4 Cup Glass Bowl Value Pack  Set of 2,7,6,6.75,7,6,2,2.46,4.92,PICK_MODULE,74.33,4.454545455,19,9,2,5,MATRIX,Y
1389267,Lysol Neutra Air Sanitizing Spray  Fresh Breeze  10oz  Air Freshener  Odor Neutralizer,2.25,2.25,9,9,2.25,6,0.8,4.81,PICK_MODULE,48.53,4.436363636,115,58,14,29,MATRIX,Y
9212244,Florida Crystals: Demerara Cane Natural Sugar  44 Oz,5,8,4,8,4,6,1.44,8.65,PICK_MODULE,56.67,4.436363636,33,17,4,8,MATRIX,Y
566081288,Ghirardelli Double Chocolate Premium Cake Mix  12.75 Ounce Box,5.75,1.5,7.75,7.75,1.5,12,0.7,8.42,PICK_MODULE,89.79,4.436363636,79,40,9,20,MATRIX,Y
9207020,Dynasty Maifun Rice Sticks  6.75 Oz,7,2.7,4.5,7,2.7,6,0.45,2.71,PICK_MODULE,12.5,4.436363636,62,31,7,15,MATRIX,Y
571856522,Glade PlugIns Refill 5 CT  Lavender & Vanilla  3.35 FL. OZ. Total  Scented Oil Air Freshener,6.25,6,2,6.25,2,5,0.4,2,PICK_MODULE,64.18,4.436363636,70,35,8,17,MATRIX,Y
569985828,Pepperidge Farm Chesapeake Crispy Chesapeake Dark Chocolate Pecan Cookies  7.2 oz. Bag,6.75,4,4.5,6.75,4,20,0.55,11.02,PICK_MODULE,103.13,4.436363636,43,22,5,11,MATRIX,Y
576476571,LIFE SAVERS Gummies 5 Flavors Candy  26 Ounce Family Size Bag,8,7,2,8,2,6,0.65,3.9,PICK_MODULE,125.36,4.436363636,47,24,6,12,MATRIX,Y
576049145,Image Skincare Ormedic Balance Conditioning Lip Balm,3.25,1.25,1.25,3.25,1.25,24,0.05,1.2,PICK_MODULE,53.64,4.436363636,1034,524,122,258,MATRIX,Y
9295442,King Oscar One Layer Mediterranean Style Sardines  3.75 oz,3,1,4,4,1,12,0.25,3,PICK_MODULE,26,4.418181818,438,222,51,109,MATRIX,Y
901969,Wilson Mouth Guard  Clear & Black  Adult & Youth Sizes,4,5.75,1,5.75,1,6,0.05,0.3,PICK_MODULE,60.34,4.418181818,228,116,27,57,MATRIX,Y
568427045,Wilton Red Candy Melts Candy  12 oz.,5.5,8.5,1,8.5,1,6,0.75,4.52,PICK_MODULE,37.78,4.418181818,112,57,13,28,MATRIX,Y
211832,Equate Tampons  Super  Unscented  40 Ct,7,5.5,3,7,3,6,0.55,3.31,PICK_MODULE,156.41,4.4,45,23,5,11,MATRIX,Y
563201107,Mainstays Never Lost 36pc Set,7.5,7.5,13,13,7.5,2,1.9,3.81,PICK_MODULE,58.95,4.4,7,4,1,2,MATRIX,Y
564688829,Mainstays 11 19  Adjustable Swivel Sash Rod  5/16  Diameter  White  Set of 2,2.5,1,11.5,11.5,1,10,0.15,1.5,PICK_MODULE,85.34,4.4,183,93,21,46,MATRIX,Y
556837246,Mainstays Microfiber Sheet Set  Twin/Twin XL  Corsair,9.75,2.87,10,10,2.87,2,2.01,4.01,PICK_MODULE,108.13,4.4,19,10,2,5,MATRIX,Y
568411746,Pampers Swaddlers Diapers Size 7 70 Count,10.25,10.25,12.25,12.25,10.25,1,5.97,5.97,PICK_MODULE,125.93,4.4,4,2,0,1,MATRIX,Y
576320523,Mainstays Be Merry Oblong Decorative Throw Pillow  14  x 20   Red,16.2,3.95,12.5,16.2,3.95,6,1.1,6.62,PICK_MODULE,61.17,4.4,7,3,1,2,MATRIX,Y
557161610,Golden Rewards Sweet Potato Wrapped with Duck Dog Treats  16 oz,7.5,2.33,11,11,2.33,4,1.05,4.21,PICK_MODULE,92.39,4.4,27,14,3,7,MATRIX,Y
556400769,Equate Blue Mint Tartar Control Antiseptic Mouthrinse Plus  50.7 fl oz,4.5,10.75,3.75,10.75,3.75,4,3.51,14.04,PICK_MODULE,102.89,4.4,29,15,3,7,MATRIX,Y
574446098,Gain Dryer Sheets  Tropical Sunrise  240 Count,5,4.4,7.25,7.25,4.4,6,1.17,7.04,PICK_MODULE,40.44,4.4,33,17,4,8,MATRIX,Y
556700787,Mainstays Allergy Relief Waterproof Zippered Mattress Protector   Twin,9,4,7,9,4,3,1.15,3.46,PICK_MODULE,49.32,4.4,21,11,2,5,MATRIX,Y
